time,Illumination(lux),year,month,day,hour
20200130:2310,0.0,2020,01,30,23
20200131:0010,0.0,2020,01,31,00
20200131:0110,0.0,2020,01,31,01
20200131:0210,0.0,2020,01,31,02
20200131:0310,0.0,2020,01,31,03
20200131:0410,0.0,2020,01,31,04
20200131:0510,0.0,2020,01,31,05
20200131:0610,0.0,2020,01,31,06
20200131:0710,0.0,2020,01,31,07
20200131:0810,80845.20000000001,2020,01,31,08
20200131:0910,91219.2,2020,01,31,09
20200131:1010,104348.40000000001,2020,01,31,10
20200131:1110,108640.8,2020,01,31,11
20200131:1210,50355.6,2020,01,31,12
20200131:1310,102658.8,2020,01,31,13
20200131:1410,102450.0,2020,01,31,14
20200131:1510,84354.0,2020,01,31,15
20200131:1610,1990.8,2020,01,31,16
20200131:1710,0.0,2020,01,31,17
20200131:1810,0.0,2020,01,31,18
20200131:1910,0.0,2020,01,31,19
20200131:2010,0.0,2020,01,31,20
20200131:2110,0.0,2020,01,31,21
20200131:2210,0.0,2020,01,31,22
20200131:2310,0.0,2020,01,31,23
20200201:0010,0.0,2020,02,01,00
20200201:0110,0.0,2020,02,01,01
20200201:0210,0.0,2020,02,01,02
20200201:0310,0.0,2020,02,01,03
20200201:0410,0.0,2020,02,01,04
20200201:0510,0.0,2020,02,01,05
20200201:0610,0.0,2020,02,01,06
20200201:0710,0.0,2020,02,01,07
20200201:0810,3382.8,2020,02,01,08
20200201:0910,2156.3999999999996,2020,02,01,09
20200201:1010,4308.0,2020,02,01,10
20200201:1110,1556.4,2020,02,01,11
20200201:1210,3103.2,2020,02,01,12
20200201:1310,1987.1999999999998,2020,02,01,13
20200201:1410,0.0,2020,02,01,14
20200201:1510,2149.2,2020,02,01,15
20200201:1610,0.0,2020,02,01,16
20200201:1710,0.0,2020,02,01,17
20200201:1810,0.0,2020,02,01,18
20200201:1910,0.0,2020,02,01,19
20200201:2010,0.0,2020,02,01,20
20200201:2110,0.0,2020,02,01,21
20200201:2210,0.0,2020,02,01,22
20200201:2310,0.0,2020,02,01,23
20200202:0010,0.0,2020,02,02,00
20200202:0110,0.0,2020,02,02,01
20200202:0210,0.0,2020,02,02,02
20200202:0310,0.0,2020,02,02,03
20200202:0410,0.0,2020,02,02,04
20200202:0510,0.0,2020,02,02,05
20200202:0610,0.0,2020,02,02,06
20200202:0710,0.0,2020,02,02,07
20200202:0810,13860.0,2020,02,02,08
20200202:0910,15288.0,2020,02,02,09
20200202:1010,23047.2,2020,02,02,10
20200202:1110,84870.0,2020,02,02,11
20200202:1210,102993.59999999999,2020,02,02,12
20200202:1310,100627.2,2020,02,02,13
20200202:1410,91977.6,2020,02,02,14
20200202:1510,75368.40000000001,2020,02,02,15
20200202:1610,3444.0,2020,02,02,16
20200202:1710,0.0,2020,02,02,17
20200202:1810,0.0,2020,02,02,18
20200202:1910,0.0,2020,02,02,19
20200202:2010,0.0,2020,02,02,20
20200202:2110,0.0,2020,02,02,21
20200202:2210,0.0,2020,02,02,22
20200202:2310,0.0,2020,02,02,23
20200203:0010,0.0,2020,02,03,00
20200203:0110,0.0,2020,02,03,01
20200203:0210,0.0,2020,02,03,02
20200203:0310,0.0,2020,02,03,03
20200203:0410,0.0,2020,02,03,04
20200203:0510,0.0,2020,02,03,05
20200203:0610,0.0,2020,02,03,06
20200203:0710,2044.8,2020,02,03,07
20200203:0810,74677.2,2020,02,03,08
20200203:0910,85791.59999999999,2020,02,03,09
20200203:1010,106824.0,2020,02,03,10
20200203:1110,114697.2,2020,02,03,11
20200203:1210,105606.0,2020,02,03,12
20200203:1310,64838.40000000001,2020,02,03,13
20200203:1410,89830.8,2020,02,03,14
20200203:1510,73959.6,2020,02,03,15
20200203:1610,3225.6,2020,02,03,16
20200203:1710,0.0,2020,02,03,17
20200203:1810,0.0,2020,02,03,18
20200203:1910,0.0,2020,02,03,19
20200203:2010,0.0,2020,02,03,20
20200203:2110,0.0,2020,02,03,21
20200203:2210,0.0,2020,02,03,22
20200203:2310,0.0,2020,02,03,23
20200204:0010,0.0,2020,02,04,00
20200204:0110,0.0,2020,02,04,01
20200204:0210,0.0,2020,02,04,02
20200204:0310,0.0,2020,02,04,03
20200204:0410,0.0,2020,02,04,04
20200204:0510,0.0,2020,02,04,05
20200204:0610,0.0,2020,02,04,06
20200204:0710,3828.0,2020,02,04,07
20200204:0810,81988.8,2020,02,04,08
20200204:0910,91788.0,2020,02,04,09
20200204:1010,103022.4,2020,02,04,10
20200204:1110,107348.40000000001,2020,02,04,11
20200204:1210,19116.0,2020,02,04,12
20200204:1310,116811.59999999999,2020,02,04,13
20200204:1410,31839.6,2020,02,04,14
20200204:1510,17768.399999999998,2020,02,04,15
20200204:1610,0.0,2020,02,04,16
20200204:1710,0.0,2020,02,04,17
20200204:1810,0.0,2020,02,04,18
20200204:1910,0.0,2020,02,04,19
20200204:2010,0.0,2020,02,04,20
20200204:2110,0.0,2020,02,04,21
20200204:2210,0.0,2020,02,04,22
20200204:2310,0.0,2020,02,04,23
20200205:0010,0.0,2020,02,05,00
20200205:0110,0.0,2020,02,05,01
20200205:0210,0.0,2020,02,05,02
20200205:0310,0.0,2020,02,05,03
20200205:0410,0.0,2020,02,05,04
20200205:0510,0.0,2020,02,05,05
20200205:0610,0.0,2020,02,05,06
20200205:0710,5390.400000000001,2020,02,05,07
20200205:0810,86392.8,2020,02,05,08
20200205:0910,95566.8,2020,02,05,09
20200205:1010,108676.8,2020,02,05,10
20200205:1110,110880.0,2020,02,05,11
20200205:1210,106911.59999999999,2020,02,05,12
20200205:1310,107190.0,2020,02,05,13
20200205:1410,103736.40000000001,2020,02,05,14
20200205:1510,89718.0,2020,02,05,15
20200205:1610,7153.2,2020,02,05,16
20200205:1710,0.0,2020,02,05,17
20200205:1810,0.0,2020,02,05,18
20200205:1910,0.0,2020,02,05,19
20200205:2010,0.0,2020,02,05,20
20200205:2110,0.0,2020,02,05,21
20200205:2210,0.0,2020,02,05,22
20200205:2310,0.0,2020,02,05,23
20200206:0010,0.0,2020,02,06,00
20200206:0110,0.0,2020,02,06,01
20200206:0210,0.0,2020,02,06,02
20200206:0310,0.0,2020,02,06,03
20200206:0410,0.0,2020,02,06,04
20200206:0510,0.0,2020,02,06,05
20200206:0610,0.0,2020,02,06,06
20200206:0710,1690.8,2020,02,06,07
20200206:0810,25372.8,2020,02,06,08
20200206:0910,86667.6,2020,02,06,09
20200206:1010,65455.200000000004,2020,02,06,10
20200206:1110,59522.399999999994,2020,02,06,11
20200206:1210,67898.40000000001,2020,02,06,12
20200206:1310,92347.2,2020,02,06,13
20200206:1410,105136.8,2020,02,06,14
20200206:1510,81256.8,2020,02,06,15
20200206:1610,6770.400000000001,2020,02,06,16
20200206:1710,0.0,2020,02,06,17
20200206:1810,0.0,2020,02,06,18
20200206:1910,0.0,2020,02,06,19
20200206:2010,0.0,2020,02,06,20
20200206:2110,0.0,2020,02,06,21
20200206:2210,0.0,2020,02,06,22
20200206:2310,0.0,2020,02,06,23
20200207:0010,0.0,2020,02,07,00
20200207:0110,0.0,2020,02,07,01
20200207:0210,0.0,2020,02,07,02
20200207:0310,0.0,2020,02,07,03
20200207:0410,0.0,2020,02,07,04
20200207:0510,0.0,2020,02,07,05
20200207:0610,0.0,2020,02,07,06
20200207:0710,6380.400000000001,2020,02,07,07
20200207:0810,80931.59999999999,2020,02,07,08
20200207:0910,93070.8,2020,02,07,09
20200207:1010,106048.8,2020,02,07,10
20200207:1110,110088.0,2020,02,07,11
20200207:1210,106161.59999999999,2020,02,07,12
20200207:1310,108534.0,2020,02,07,13
20200207:1410,102903.59999999999,2020,02,07,14
20200207:1510,81264.0,2020,02,07,15
20200207:1610,6426.0,2020,02,07,16
20200207:1710,0.0,2020,02,07,17
20200207:1810,0.0,2020,02,07,18
20200207:1910,0.0,2020,02,07,19
20200207:2010,0.0,2020,02,07,20
20200207:2110,0.0,2020,02,07,21
20200207:2210,0.0,2020,02,07,22
20200207:2310,0.0,2020,02,07,23
20200208:0010,0.0,2020,02,08,00
20200208:0110,0.0,2020,02,08,01
20200208:0210,0.0,2020,02,08,02
20200208:0310,0.0,2020,02,08,03
20200208:0410,0.0,2020,02,08,04
20200208:0510,0.0,2020,02,08,05
20200208:0610,0.0,2020,02,08,06
20200208:0710,1508.4,2020,02,08,07
20200208:0810,33522.0,2020,02,08,08
20200208:0910,23582.4,2020,02,08,09
20200208:1010,72787.2,2020,02,08,10
20200208:1110,97143.59999999999,2020,02,08,11
20200208:1210,55736.4,2020,02,08,12
20200208:1310,75956.40000000001,2020,02,08,13
20200208:1410,51325.2,2020,02,08,14
20200208:1510,53390.4,2020,02,08,15
20200208:1610,7339.2,2020,02,08,16
20200208:1710,0.0,2020,02,08,17
20200208:1810,0.0,2020,02,08,18
20200208:1910,0.0,2020,02,08,19
20200208:2010,0.0,2020,02,08,20
20200208:2110,0.0,2020,02,08,21
20200208:2210,0.0,2020,02,08,22
20200208:2310,0.0,2020,02,08,23
20200209:0010,0.0,2020,02,09,00
20200209:0110,0.0,2020,02,09,01
20200209:0210,0.0,2020,02,09,02
20200209:0310,0.0,2020,02,09,03
20200209:0410,0.0,2020,02,09,04
20200209:0510,0.0,2020,02,09,05
20200209:0610,0.0,2020,02,09,06
20200209:0710,1428.0,2020,02,09,07
20200209:0810,68851.2,2020,02,09,08
20200209:0910,85363.2,2020,02,09,09
20200209:1010,101330.4,2020,02,09,10
20200209:1110,105409.2,2020,02,09,11
20200209:1210,109473.59999999999,2020,02,09,12
20200209:1310,105855.6,2020,02,09,13
20200209:1410,93147.6,2020,02,09,14
20200209:1510,49688.4,2020,02,09,15
20200209:1610,7000.8,2020,02,09,16
20200209:1710,0.0,2020,02,09,17
20200209:1810,0.0,2020,02,09,18
20200209:1910,0.0,2020,02,09,19
20200209:2010,0.0,2020,02,09,20
20200209:2110,0.0,2020,02,09,21
20200209:2210,0.0,2020,02,09,22
20200209:2310,0.0,2020,02,09,23
20200210:0010,0.0,2020,02,10,00
20200210:0110,0.0,2020,02,10,01
20200210:0210,0.0,2020,02,10,02
20200210:0310,0.0,2020,02,10,03
20200210:0410,0.0,2020,02,10,04
20200210:0510,0.0,2020,02,10,05
20200210:0610,0.0,2020,02,10,06
20200210:0710,27117.6,2020,02,10,07
20200210:0810,50275.2,2020,02,10,08
20200210:0910,70422.0,2020,02,10,09
20200210:1010,97701.59999999999,2020,02,10,10
20200210:1110,107296.8,2020,02,10,11
20200210:1210,109401.59999999999,2020,02,10,12
20200210:1310,105580.8,2020,02,10,13
20200210:1410,96787.2,2020,02,10,14
20200210:1510,78066.0,2020,02,10,15
20200210:1610,41266.799999999996,2020,02,10,16
20200210:1710,0.0,2020,02,10,17
20200210:1810,0.0,2020,02,10,18
20200210:1910,0.0,2020,02,10,19
20200210:2010,0.0,2020,02,10,20
20200210:2110,0.0,2020,02,10,21
20200210:2210,0.0,2020,02,10,22
20200210:2310,0.0,2020,02,10,23
20200211:0010,0.0,2020,02,11,00
20200211:0110,0.0,2020,02,11,01
20200211:0210,0.0,2020,02,11,02
20200211:0310,0.0,2020,02,11,03
20200211:0410,0.0,2020,02,11,04
20200211:0510,0.0,2020,02,11,05
20200211:0610,0.0,2020,02,11,06
20200211:0710,46412.399999999994,2020,02,11,07
20200211:0810,87435.6,2020,02,11,08
20200211:0910,95586.0,2020,02,11,09
20200211:1010,104560.8,2020,02,11,10
20200211:1110,106532.4,2020,02,11,11
20200211:1210,104607.6,2020,02,11,12
20200211:1310,107100.0,2020,02,11,13
20200211:1410,100335.6,2020,02,11,14
20200211:1510,81704.4,2020,02,11,15
20200211:1610,25639.2,2020,02,11,16
20200211:1710,0.0,2020,02,11,17
20200211:1810,0.0,2020,02,11,18
20200211:1910,0.0,2020,02,11,19
20200211:2010,0.0,2020,02,11,20
20200211:2110,0.0,2020,02,11,21
20200211:2210,0.0,2020,02,11,22
20200211:2310,0.0,2020,02,11,23
20200212:0010,0.0,2020,02,12,00
20200212:0110,0.0,2020,02,12,01
20200212:0210,0.0,2020,02,12,02
20200212:0310,0.0,2020,02,12,03
20200212:0410,0.0,2020,02,12,04
20200212:0510,0.0,2020,02,12,05
20200212:0610,0.0,2020,02,12,06
20200212:0710,54030.0,2020,02,12,07
20200212:0810,85951.2,2020,02,12,08
20200212:0910,97962.0,2020,02,12,09
20200212:1010,110754.0,2020,02,12,10
20200212:1110,114446.40000000001,2020,02,12,11
20200212:1210,106428.0,2020,02,12,12
20200212:1310,111126.0,2020,02,12,13
20200212:1410,102873.59999999999,2020,02,12,14
20200212:1510,88312.8,2020,02,12,15
20200212:1610,28702.8,2020,02,12,16
20200212:1710,0.0,2020,02,12,17
20200212:1810,0.0,2020,02,12,18
20200212:1910,0.0,2020,02,12,19
20200212:2010,0.0,2020,02,12,20
20200212:2110,0.0,2020,02,12,21
20200212:2210,0.0,2020,02,12,22
20200212:2310,0.0,2020,02,12,23
20200213:0010,0.0,2020,02,13,00
20200213:0110,0.0,2020,02,13,01
20200213:0210,0.0,2020,02,13,02
20200213:0310,0.0,2020,02,13,03
20200213:0410,0.0,2020,02,13,04
20200213:0510,0.0,2020,02,13,05
20200213:0610,0.0,2020,02,13,06
20200213:0710,50371.2,2020,02,13,07
20200213:0810,82659.6,2020,02,13,08
20200213:0910,95254.79999999999,2020,02,13,09
20200213:1010,105819.6,2020,02,13,10
20200213:1110,105706.8,2020,02,13,11
20200213:1210,107743.2,2020,02,13,12
20200213:1310,72260.4,2020,02,13,13
20200213:1410,16137.599999999999,2020,02,13,14
20200213:1510,81673.2,2020,02,13,15
20200213:1610,17737.2,2020,02,13,16
20200213:1710,0.0,2020,02,13,17
20200213:1810,0.0,2020,02,13,18
20200213:1910,0.0,2020,02,13,19
20200213:2010,0.0,2020,02,13,20
20200213:2110,0.0,2020,02,13,21
20200213:2210,0.0,2020,02,13,22
20200213:2310,0.0,2020,02,13,23
20200214:0010,0.0,2020,02,14,00
20200214:0110,0.0,2020,02,14,01
20200214:0210,0.0,2020,02,14,02
20200214:0310,0.0,2020,02,14,03
20200214:0410,0.0,2020,02,14,04
20200214:0510,0.0,2020,02,14,05
20200214:0610,0.0,2020,02,14,06
20200214:0710,25741.199999999997,2020,02,14,07
20200214:0810,80362.8,2020,02,14,08
20200214:0910,96930.0,2020,02,14,09
20200214:1010,109574.4,2020,02,14,10
20200214:1110,113228.40000000001,2020,02,14,11
20200214:1210,109252.8,2020,02,14,12
20200214:1310,110191.2,2020,02,14,13
20200214:1410,101744.4,2020,02,14,14
20200214:1510,71824.79999999999,2020,02,14,15
20200214:1610,45535.2,2020,02,14,16
20200214:1710,0.0,2020,02,14,17
20200214:1810,0.0,2020,02,14,18
20200214:1910,0.0,2020,02,14,19
20200214:2010,0.0,2020,02,14,20
20200214:2110,0.0,2020,02,14,21
20200214:2210,0.0,2020,02,14,22
20200214:2310,0.0,2020,02,14,23
20200215:0010,0.0,2020,02,15,00
20200215:0110,0.0,2020,02,15,01
20200215:0210,0.0,2020,02,15,02
20200215:0310,0.0,2020,02,15,03
20200215:0410,0.0,2020,02,15,04
20200215:0510,0.0,2020,02,15,05
20200215:0610,0.0,2020,02,15,06
20200215:0710,41761.2,2020,02,15,07
20200215:0810,89222.4,2020,02,15,08
20200215:0910,108042.0,2020,02,15,09
20200215:1010,108231.59999999999,2020,02,15,10
20200215:1110,109882.8,2020,02,15,11
20200215:1210,110044.79999999999,2020,02,15,12
20200215:1310,112813.2,2020,02,15,13
20200215:1410,100598.40000000001,2020,02,15,14
20200215:1510,76591.2,2020,02,15,15
20200215:1610,45733.200000000004,2020,02,15,16
20200215:1710,0.0,2020,02,15,17
20200215:1810,0.0,2020,02,15,18
20200215:1910,0.0,2020,02,15,19
20200215:2010,0.0,2020,02,15,20
20200215:2110,0.0,2020,02,15,21
20200215:2210,0.0,2020,02,15,22
20200215:2310,0.0,2020,02,15,23
20200216:0010,0.0,2020,02,16,00
20200216:0110,0.0,2020,02,16,01
20200216:0210,0.0,2020,02,16,02
20200216:0310,0.0,2020,02,16,03
20200216:0410,0.0,2020,02,16,04
20200216:0510,0.0,2020,02,16,05
20200216:0610,0.0,2020,02,16,06
20200216:0710,45140.4,2020,02,16,07
20200216:0810,65907.6,2020,02,16,08
20200216:0910,78345.6,2020,02,16,09
20200216:1010,18106.8,2020,02,16,10
20200216:1110,18291.600000000002,2020,02,16,11
20200216:1210,24724.8,2020,02,16,12
20200216:1310,62088.0,2020,02,16,13
20200216:1410,2060.4,2020,02,16,14
20200216:1510,3314.4,2020,02,16,15
20200216:1610,15896.4,2020,02,16,16
20200216:1710,0.0,2020,02,16,17
20200216:1810,0.0,2020,02,16,18
20200216:1910,0.0,2020,02,16,19
20200216:2010,0.0,2020,02,16,20
20200216:2110,0.0,2020,02,16,21
20200216:2210,0.0,2020,02,16,22
20200216:2310,0.0,2020,02,16,23
20200217:0010,0.0,2020,02,17,00
20200217:0110,0.0,2020,02,17,01
20200217:0210,0.0,2020,02,17,02
20200217:0310,0.0,2020,02,17,03
20200217:0410,0.0,2020,02,17,04
20200217:0510,0.0,2020,02,17,05
20200217:0610,0.0,2020,02,17,06
20200217:0710,16730.399999999998,2020,02,17,07
20200217:0810,31332.000000000004,2020,02,17,08
20200217:0910,18535.2,2020,02,17,09
20200217:1010,7120.8,2020,02,17,10
20200217:1110,47199.6,2020,02,17,11
20200217:1210,101314.79999999999,2020,02,17,12
20200217:1310,92710.8,2020,02,17,13
20200217:1410,72178.8,2020,02,17,14
20200217:1510,65289.600000000006,2020,02,17,15
20200217:1610,6830.400000000001,2020,02,17,16
20200217:1710,0.0,2020,02,17,17
20200217:1810,0.0,2020,02,17,18
20200217:1910,0.0,2020,02,17,19
20200217:2010,0.0,2020,02,17,20
20200217:2110,0.0,2020,02,17,21
20200217:2210,0.0,2020,02,17,22
20200217:2310,0.0,2020,02,17,23
20200218:0010,0.0,2020,02,18,00
20200218:0110,0.0,2020,02,18,01
20200218:0210,0.0,2020,02,18,02
20200218:0310,0.0,2020,02,18,03
20200218:0410,0.0,2020,02,18,04
20200218:0510,0.0,2020,02,18,05
20200218:0610,0.0,2020,02,18,06
20200218:0710,47263.200000000004,2020,02,18,07
20200218:0810,44744.4,2020,02,18,08
20200218:0910,54662.399999999994,2020,02,18,09
20200218:1010,110608.8,2020,02,18,10
20200218:1110,112122.0,2020,02,18,11
20200218:1210,114265.20000000001,2020,02,18,12
20200218:1310,113148.0,2020,02,18,13
20200218:1410,103336.8,2020,02,18,14
20200218:1510,89236.8,2020,02,18,15
20200218:1610,55365.6,2020,02,18,16
20200218:1710,0.0,2020,02,18,17
20200218:1810,0.0,2020,02,18,18
20200218:1910,0.0,2020,02,18,19
20200218:2010,0.0,2020,02,18,20
20200218:2110,0.0,2020,02,18,21
20200218:2210,0.0,2020,02,18,22
20200218:2310,0.0,2020,02,18,23
20200219:0010,0.0,2020,02,19,00
20200219:0110,0.0,2020,02,19,01
20200219:0210,0.0,2020,02,19,02
20200219:0310,0.0,2020,02,19,03
20200219:0410,0.0,2020,02,19,04
20200219:0510,0.0,2020,02,19,05
20200219:0610,0.0,2020,02,19,06
20200219:0710,57265.2,2020,02,19,07
20200219:0810,51481.2,2020,02,19,08
20200219:0910,15769.199999999999,2020,02,19,09
20200219:1010,31045.199999999997,2020,02,19,10
20200219:1110,109966.8,2020,02,19,11
20200219:1210,105988.8,2020,02,19,12
20200219:1310,108970.8,2020,02,19,13
20200219:1410,99650.4,2020,02,19,14
20200219:1510,93074.4,2020,02,19,15
20200219:1610,54451.2,2020,02,19,16
20200219:1710,0.0,2020,02,19,17
20200219:1810,0.0,2020,02,19,18
20200219:1910,0.0,2020,02,19,19
20200219:2010,0.0,2020,02,19,20
20200219:2110,0.0,2020,02,19,21
20200219:2210,0.0,2020,02,19,22
20200219:2310,0.0,2020,02,19,23
20200220:0010,0.0,2020,02,20,00
20200220:0110,0.0,2020,02,20,01
20200220:0210,0.0,2020,02,20,02
20200220:0310,0.0,2020,02,20,03
20200220:0410,0.0,2020,02,20,04
20200220:0510,0.0,2020,02,20,05
20200220:0610,0.0,2020,02,20,06
20200220:0710,7000.8,2020,02,20,07
20200220:0810,82904.4,2020,02,20,08
20200220:0910,82838.40000000001,2020,02,20,09
20200220:1010,79339.2,2020,02,20,10
20200220:1110,81751.2,2020,02,20,11
20200220:1210,92012.4,2020,02,20,12
20200220:1310,110276.40000000001,2020,02,20,13
20200220:1410,101110.8,2020,02,20,14
20200220:1510,89776.8,2020,02,20,15
20200220:1610,31070.4,2020,02,20,16
20200220:1710,0.0,2020,02,20,17
20200220:1810,0.0,2020,02,20,18
20200220:1910,0.0,2020,02,20,19
20200220:2010,0.0,2020,02,20,20
20200220:2110,0.0,2020,02,20,21
20200220:2210,0.0,2020,02,20,22
20200220:2310,0.0,2020,02,20,23
20200221:0010,0.0,2020,02,21,00
20200221:0110,0.0,2020,02,21,01
20200221:0210,0.0,2020,02,21,02
20200221:0310,0.0,2020,02,21,03
20200221:0410,0.0,2020,02,21,04
20200221:0510,0.0,2020,02,21,05
20200221:0610,0.0,2020,02,21,06
20200221:0710,60716.4,2020,02,21,07
20200221:0810,88791.59999999999,2020,02,21,08
20200221:0910,93859.2,2020,02,21,09
20200221:1010,81848.40000000001,2020,02,21,10
20200221:1110,42428.4,2020,02,21,11
20200221:1210,50619.6,2020,02,21,12
20200221:1310,53098.8,2020,02,21,13
20200221:1410,72168.0,2020,02,21,14
20200221:1510,49636.799999999996,2020,02,21,15
20200221:1610,58080.0,2020,02,21,16
20200221:1710,0.0,2020,02,21,17
20200221:1810,0.0,2020,02,21,18
20200221:1910,0.0,2020,02,21,19
20200221:2010,0.0,2020,02,21,20
20200221:2110,0.0,2020,02,21,21
20200221:2210,0.0,2020,02,21,22
20200221:2310,0.0,2020,02,21,23
20200222:0010,0.0,2020,02,22,00
20200222:0110,0.0,2020,02,22,01
20200222:0210,0.0,2020,02,22,02
20200222:0310,0.0,2020,02,22,03
20200222:0410,0.0,2020,02,22,04
20200222:0510,0.0,2020,02,22,05
20200222:0610,0.0,2020,02,22,06
20200222:0710,28472.4,2020,02,22,07
20200222:0810,74317.2,2020,02,22,08
20200222:0910,94746.0,2020,02,22,09
20200222:1010,103915.20000000001,2020,02,22,10
20200222:1110,109020.0,2020,02,22,11
20200222:1210,113264.4,2020,02,22,12
20200222:1310,108418.8,2020,02,22,13
20200222:1410,99249.6,2020,02,22,14
20200222:1510,88018.8,2020,02,22,15
20200222:1610,50587.2,2020,02,22,16
20200222:1710,0.0,2020,02,22,17
20200222:1810,0.0,2020,02,22,18
20200222:1910,0.0,2020,02,22,19
20200222:2010,0.0,2020,02,22,20
20200222:2110,0.0,2020,02,22,21
20200222:2210,0.0,2020,02,22,22
20200222:2310,0.0,2020,02,22,23
20200223:0010,0.0,2020,02,23,00
20200223:0110,0.0,2020,02,23,01
20200223:0210,0.0,2020,02,23,02
20200223:0310,0.0,2020,02,23,03
20200223:0410,0.0,2020,02,23,04
20200223:0510,0.0,2020,02,23,05
20200223:0610,0.0,2020,02,23,06
20200223:0710,2356.8,2020,02,23,07
20200223:0810,8947.2,2020,02,23,08
20200223:0910,62434.799999999996,2020,02,23,09
20200223:1010,41151.6,2020,02,23,10
20200223:1110,85170.0,2020,02,23,11
20200223:1210,9895.199999999999,2020,02,23,12
20200223:1310,9368.4,2020,02,23,13
20200223:1410,16095.599999999999,2020,02,23,14
20200223:1510,8232.0,2020,02,23,15
20200223:1610,3566.3999999999996,2020,02,23,16
20200223:1710,0.0,2020,02,23,17
20200223:1810,0.0,2020,02,23,18
20200223:1910,0.0,2020,02,23,19
20200223:2010,0.0,2020,02,23,20
20200223:2110,0.0,2020,02,23,21
20200223:2210,0.0,2020,02,23,22
20200223:2310,0.0,2020,02,23,23
20200224:0010,0.0,2020,02,24,00
20200224:0110,0.0,2020,02,24,01
20200224:0210,0.0,2020,02,24,02
20200224:0310,0.0,2020,02,24,03
20200224:0410,0.0,2020,02,24,04
20200224:0510,0.0,2020,02,24,05
20200224:0610,0.0,2020,02,24,06
20200224:0710,65295.6,2020,02,24,07
20200224:0810,94174.79999999999,2020,02,24,08
20200224:0910,104422.8,2020,02,24,09
20200224:1010,92697.6,2020,02,24,10
20200224:1110,108865.20000000001,2020,02,24,11
20200224:1210,103050.0,2020,02,24,12
20200224:1310,110463.59999999999,2020,02,24,13
20200224:1410,105292.8,2020,02,24,14
20200224:1510,95962.8,2020,02,24,15
20200224:1610,55560.0,2020,02,24,16
20200224:1710,0.0,2020,02,24,17
20200224:1810,0.0,2020,02,24,18
20200224:1910,0.0,2020,02,24,19
20200224:2010,0.0,2020,02,24,20
20200224:2110,0.0,2020,02,24,21
20200224:2210,0.0,2020,02,24,22
20200224:2310,0.0,2020,02,24,23
20200225:0010,0.0,2020,02,25,00
20200225:0110,0.0,2020,02,25,01
20200225:0210,0.0,2020,02,25,02
20200225:0310,0.0,2020,02,25,03
20200225:0410,0.0,2020,02,25,04
20200225:0510,0.0,2020,02,25,05
20200225:0610,0.0,2020,02,25,06
20200225:0710,0.0,2020,02,25,07
20200225:0810,0.0,2020,02,25,08
20200225:0910,2179.2,2020,02,25,09
20200225:1010,226.79999999999998,2020,02,25,10
20200225:1110,0.0,2020,02,25,11
20200225:1210,1860.0,2020,02,25,12
20200225:1310,8521.2,2020,02,25,13
20200225:1410,8817.6,2020,02,25,14
20200225:1510,1456.8000000000002,2020,02,25,15
20200225:1610,9475.199999999999,2020,02,25,16
20200225:1710,0.0,2020,02,25,17
20200225:1810,0.0,2020,02,25,18
20200225:1910,0.0,2020,02,25,19
20200225:2010,0.0,2020,02,25,20
20200225:2110,0.0,2020,02,25,21
20200225:2210,0.0,2020,02,25,22
20200225:2310,0.0,2020,02,25,23
20200226:0010,0.0,2020,02,26,00
20200226:0110,0.0,2020,02,26,01
20200226:0210,0.0,2020,02,26,02
20200226:0310,0.0,2020,02,26,03
20200226:0410,0.0,2020,02,26,04
20200226:0510,0.0,2020,02,26,05
20200226:0610,0.0,2020,02,26,06
20200226:0710,70406.40000000001,2020,02,26,07
20200226:0810,100894.79999999999,2020,02,26,08
20200226:0910,37695.6,2020,02,26,09
20200226:1010,115321.2,2020,02,26,10
20200226:1110,111561.59999999999,2020,02,26,11
20200226:1210,99327.6,2020,02,26,12
20200226:1310,111308.40000000001,2020,02,26,13
20200226:1410,110826.0,2020,02,26,14
20200226:1510,95236.8,2020,02,26,15
20200226:1610,41582.399999999994,2020,02,26,16
20200226:1710,0.0,2020,02,26,17
20200226:1810,0.0,2020,02,26,18
20200226:1910,0.0,2020,02,26,19
20200226:2010,0.0,2020,02,26,20
20200226:2110,0.0,2020,02,26,21
20200226:2210,0.0,2020,02,26,22
20200226:2310,0.0,2020,02,26,23
20200227:0010,0.0,2020,02,27,00
20200227:0110,0.0,2020,02,27,01
20200227:0210,0.0,2020,02,27,02
20200227:0310,0.0,2020,02,27,03
20200227:0410,0.0,2020,02,27,04
20200227:0510,0.0,2020,02,27,05
20200227:0610,0.0,2020,02,27,06
20200227:0710,66848.40000000001,2020,02,27,07
20200227:0810,58068.0,2020,02,27,08
20200227:0910,97958.40000000001,2020,02,27,09
20200227:1010,108626.40000000001,2020,02,27,10
20200227:1110,95460.0,2020,02,27,11
20200227:1210,92132.4,2020,02,27,12
20200227:1310,5503.2,2020,02,27,13
20200227:1410,5761.2,2020,02,27,14
20200227:1510,52856.4,2020,02,27,15
20200227:1610,71505.6,2020,02,27,16
20200227:1710,0.0,2020,02,27,17
20200227:1810,0.0,2020,02,27,18
20200227:1910,0.0,2020,02,27,19
20200227:2010,0.0,2020,02,27,20
20200227:2110,0.0,2020,02,27,21
20200227:2210,0.0,2020,02,27,22
20200227:2310,0.0,2020,02,27,23
20200228:0010,0.0,2020,02,28,00
